Lead_ID,Lead_Source,Lead_Creation_Date,Region,Segment,Lead_Status,Campaign_Type,Converted_to_Opportunity,Time_to_Conversion (days)
2312,Marketing Campaign,2024-05-04,NA,SMB,New,In-Person Events,No,
2313,Outbound,2024-03-19,APAC,Enterprise,New,,No,
2314,Partner,2024-12-11,NA,Commercial,Converted,,Yes,17.0
2315,Marketing Campaign,2024-02-20,NA,SMB,Working,Webinars,No,
2316,Inbound,2024-08-03,EMEA,Commercial,New,,No,
2317,Inbound,2024-06-24,EMEA,Enterprise,Working,,No,
2318,Outbound,2024-12-23,EMEA,Commercial,Converted,,Yes,52.0
2319,Outbound,2024-09-09,NA,Commercial,New,,No,
2320,Outbound,2024-09-02,EMEA,Strategic,Converted,,Yes,57.0
2321,Marketing Campaign,2024-08-14,NA,SMB,New,Trade Shows/Exhibitions,No,
2322,Partner,2024-04-15,EMEA,Commercial,Converted,,Yes,13.0
2323,Partner,2024-07-11,APAC,Enterprise,Working,,No,
2324,Inbound,2024-11-11,EMEA,SMB,New,,No,
2325,Marketing Campaign,2024-10-28,EMEA,Enterprise,Converted,In-Person Events,Yes,48.0
2326,Marketing Campaign,2024-02-05,EMEA,Enterprise,Converted,In-Person Events,Yes,46.0
2327,Marketing Campaign,2024-07-22,NA,Commercial,Rejected,Paid Search (PPC/Google Ads),No,
2328,Inbound,2024-09-23,EMEA,SMB,New,,No,
2329,Partner,2024-09-24,NA,Enterprise,Working,,No,
2330,Inbound,2024-06-18,EMEA,Enterprise,Working,,No,
2331,Inbound,2024-02-08,EMEA,Commercial,Working,,No,
2332,Inbound,2024-05-18,APAC,Enterprise,Converted,,Yes,30.0
2333,Partner,2024-10-18,EMEA,Commercial,New,,No,
2334,Partner,2024-02-21,APAC,Commercial,New,,No,
2335,Inbound,2024-10-13,APAC,Commercial,Working,,No,
2336,Outbound,2024-10-15,EMEA,Enterprise,New,,No,
2337,Outbound,2024-05-20,EMEA,Enterprise,Rejected,,No,
2338,Outbound,2024-05-25,EMEA,SMB,Working,,No,
2339,Inbound,2024-11-09,NA,SMB,Working,,No,
2340,Outbound,2024-07-02,NA,Enterprise,Converted,,Yes,17.0
2341,Marketing Campaign,2024-05-31,NA,Enterprise,Working,Trade Shows/Exhibitions,No,
2342,Inbound,2024-07-19,NA,Enterprise,Working,,No,
2343,Inbound,2024-05-07,EMEA,SMB,New,,No,
2344,Outbound,2024-10-13,APAC,SMB,New,,No,
2345,Marketing Campaign,2024-11-06,NA,Commercial,New,In-Person Events,No,
2346,Partner,2024-09-09,NA,SMB,Working,,No,
2347,Partner,2024-09-22,APAC,SMB,Working,,No,
2348,Outbound,2024-07-06,NA,Strategic,New,,No,
2349,Outbound,2024-08-17,EMEA,Enterprise,Working,,No,
2350,Inbound,2024-09-27,NA,Enterprise,New,,No,
2351,Partner,2024-09-15,NA,Enterprise,Rejected,,No,
2352,Marketing Campaign,2024-10-25,EMEA,SMB,New,Sponsored Content,No,
2353,Partner,2024-07-16,APAC,SMB,Converted,,Yes,23.0
2354,Marketing Campaign,2024-11-18,EMEA,Commercial,Working,In-Person Events,No,
2355,Partner,2024-02-25,NA,Enterprise,Working,,No,
2356,Inbound,2024-11-14,NA,Enterprise,New,,No,
2357,Marketing Campaign,2024-07-21,EMEA,Enterprise,Rejected,Whitepaper Downloads,No,
2358,Inbound,2024-09-27,APAC,Commercial,New,,No,
2359,Outbound,2024-04-18,APAC,Enterprise,Working,,No,
2360,Inbound,2024-04-25,NA,Enterprise,Rejected,,No,
2361,Inbound,2024-04-01,EMEA,SMB,Converted,,Yes,52.0
2362,Outbound,2024-05-17,EMEA,Enterprise,Working,,No,
2363,Inbound,2024-10-29,EMEA,Commercial,Rejected,,No,
2364,Outbound,2024-02-26,EMEA,Enterprise,Converted,,Yes,21.0
2365,Outbound,2024-02-19,NA,SMB,New,,No,
2366,Inbound,2024-03-11,APAC,Commercial,Working,,No,
2367,Inbound,2024-03-22,NA,Strategic,New,,No,
2368,Outbound,2024-04-14,APAC,Commercial,New,,No,
2369,Inbound,2024-03-28,NA,Strategic,Converted,,Yes,20.0
2370,Partner,2024-01-02,NA,SMB,Working,,No,
2371,Partner,2024-12-25,APAC,Commercial,New,,No,
2372,Marketing Campaign,2024-03-24,NA,Strategic,Converted,Whitepaper Downloads,Yes,34.0
2373,Partner,2024-02-12,APAC,Commercial,New,,No,
2374,Outbound,2024-06-02,EMEA,Commercial,Rejected,,No,
2375,Partner,2024-11-22,EMEA,Enterprise,Rejected,,No,
2376,Inbound,2024-04-03,APAC,Commercial,Rejected,,No,
2377,Inbound,2024-10-24,NA,SMB,Converted,,Yes,36.0
2378,Marketing Campaign,2024-05-12,APAC,SMB,New,Sponsored Content,No,
2379,Outbound,2024-03-05,APAC,Enterprise,Working,,No,
2380,Marketing Campaign,2024-10-16,EMEA,Commercial,New,Whitepaper Downloads,No,
2381,Marketing Campaign,2024-09-13,NA,Enterprise,New,In-Person Events,No,
2382,Marketing Campaign,2024-07-31,EMEA,SMB,Working,Whitepaper Downloads,No,
2383,Marketing Campaign,2024-05-27,NA,Enterprise,New,In-Person Events,No,
2384,Outbound,2024-03-01,NA,Strategic,Rejected,,No,
2385,Inbound,2024-05-28,EMEA,Enterprise,Rejected,,No,
2386,Outbound,2024-03-28,NA,Enterprise,New,,No,
2387,Outbound,2024-11-19,NA,SMB,Working,,No,
2388,Partner,2024-10-04,EMEA,Commercial,Working,,No,
2389,Partner,2024-03-22,APAC,Enterprise,Converted,,Yes,18.0
2390,Partner,2024-05-08,NA,Commercial,Working,,No,
2391,Outbound,2024-10-12,APAC,Enterprise,New,,No,
2392,Inbound,2024-12-18,EMEA,Strategic,Working,,No,
2393,Outbound,2024-10-06,EMEA,Commercial,Working,,No,
2394,Inbound,2024-09-26,NA,Enterprise,Rejected,,No,
2395,Marketing Campaign,2024-10-18,EMEA,Commercial,New,Webinars,No,
2396,Inbound,2024-07-21,APAC,Enterprise,New,,No,
2397,Inbound,2024-01-24,EMEA,SMB,Converted,,Yes,52.0
2398,Inbound,2024-12-16,NA,Strategic,Converted,,Yes,19.0
2399,Partner,2024-11-06,NA,SMB,Converted,,Yes,16.0
2400,Partner,2024-07-26,EMEA,Commercial,Working,,No,
2401,Inbound,2024-10-06,EMEA,Commercial,Working,,No,
2402,Inbound,2024-07-23,NA,Enterprise,Working,,No,
2403,Outbound,2024-05-31,NA,SMB,New,,No,
2404,Inbound,2024-01-26,EMEA,Commercial,Working,,No,
2405,Partner,2024-07-12,APAC,Commercial,New,,No,
2406,Partner,2024-12-01,EMEA,Strategic,New,,No,
2407,Outbound,2024-08-25,NA,Enterprise,Rejected,,No,
2408,Inbound,2024-11-16,NA,Enterprise,New,,No,
2409,Marketing Campaign,2024-03-15,EMEA,Enterprise,Rejected,Paid Search (PPC/Google Ads),No,
2410,Outbound,2024-06-11,APAC,Enterprise,New,,No,
2411,Partner,2024-10-25,EMEA,Enterprise,New,,No,
2412,Inbound,2024-01-29,EMEA,Commercial,Working,,No,
2413,Outbound,2024-06-13,EMEA,Commercial,Converted,,Yes,41.0
2414,Inbound,2024-12-02,NA,Enterprise,Working,,No,
2415,Outbound,2024-07-04,NA,SMB,Converted,,Yes,15.0
2416,Marketing Campaign,2024-02-23,NA,Enterprise,New,Trade Shows/Exhibitions,No,
2417,Outbound,2024-10-21,EMEA,SMB,Rejected,,No,
2418,Inbound,2024-02-11,EMEA,Commercial,New,,No,
2419,Inbound,2024-10-11,APAC,Commercial,Converted,,Yes,9.0
2420,Outbound,2024-05-17,EMEA,Strategic,Working,,No,
2421,Inbound,2024-07-05,APAC,Enterprise,Converted,,Yes,15.0
2422,Inbound,2024-07-22,EMEA,Commercial,Working,,No,
2423,Marketing Campaign,2024-02-11,APAC,SMB,New,Email Nurture Campaigns,No,
2424,Outbound,2024-12-15,EMEA,Commercial,Rejected,,No,
2425,Inbound,2024-10-14,NA,Enterprise,New,,No,
2426,Marketing Campaign,2024-01-26,EMEA,Commercial,New,In-Person Events,No,
2427,Inbound,2024-02-25,EMEA,SMB,Converted,,Yes,38.0
2428,Marketing Campaign,2024-09-09,EMEA,SMB,New,Webinars,No,
2429,Inbound,2024-05-01,EMEA,Enterprise,New,,No,
2430,Marketing Campaign,2024-04-15,EMEA,Enterprise,Working,In-Person Events,No,
2431,Partner,2024-05-09,NA,Commercial,Converted,,Yes,23.0
2432,Marketing Campaign,2024-12-02,NA,Enterprise,New,Sponsored Content,No,
2433,Marketing Campaign,2024-06-06,NA,Enterprise,Working,In-Person Events,No,
2434,Inbound,2024-08-18,NA,Enterprise,Converted,,Yes,30.0
2435,Marketing Campaign,2024-11-03,NA,Enterprise,Converted,In-Person Events,Yes,30.0
2436,Outbound,2024-03-31,NA,Enterprise,Rejected,,No,
2437,Outbound,2024-01-22,NA,Strategic,Converted,,Yes,21.0
2438,Inbound,2024-10-16,NA,Enterprise,Working,,No,
2439,Outbound,2024-04-19,APAC,Enterprise,Working,,No,
2440,Inbound,2024-02-18,EMEA,Enterprise,New,,No,
2441,Outbound,2024-05-08,EMEA,Strategic,Converted,,Yes,35.0
2442,Outbound,2024-03-13,NA,SMB,Rejected,,No,
2443,Marketing Campaign,2024-12-05,EMEA,SMB,Converted,Webinars,Yes,23.0
2444,Marketing Campaign,2024-02-22,APAC,Enterprise,New,Whitepaper Downloads,No,
2445,Outbound,2024-12-21,APAC,SMB,Working,,No,
2446,Inbound,2024-06-16,EMEA,Commercial,Working,,No,
2447,Inbound,2024-02-14,EMEA,Enterprise,Working,,No,
2448,Inbound,2024-04-14,NA,Commercial,Converted,,Yes,48.0
2449,Inbound,2024-05-29,NA,SMB,Working,,No,
2450,Inbound,2024-05-25,EMEA,SMB,New,,No,
2451,Inbound,2024-07-22,NA,SMB,Rejected,,No,
2452,Marketing Campaign,2024-12-27,NA,Strategic,Working,In-Person Events,No,
2453,Outbound,2024-10-25,EMEA,Enterprise,New,,No,
2454,Inbound,2024-06-15,EMEA,Commercial,New,,No,
2455,Outbound,2024-07-19,NA,Enterprise,Rejected,,No,
2456,Inbound,2024-05-13,EMEA,SMB,Converted,,Yes,24.0
2457,Outbound,2024-07-29,APAC,Enterprise,Working,,No,
2458,Partner,2024-02-17,NA,SMB,New,,No,
2459,Outbound,2024-05-05,NA,Commercial,New,,No,
2460,Outbound,2024-08-26,APAC,Commercial,New,,No,
2461,Marketing Campaign,2024-01-07,APAC,Enterprise,Working,Paid Social Ads,No,
2462,Marketing Campaign,2024-09-28,EMEA,Commercial,Working,In-Person Events,No,
2463,Partner,2024-02-06,EMEA,SMB,Working,,No,
2464,Outbound,2024-07-29,NA,Enterprise,Converted,,Yes,27.0
2465,Partner,2024-06-13,NA,Commercial,New,,No,
2466,Inbound,2024-05-04,EMEA,Enterprise,New,,No,
2467,Outbound,2024-12-02,APAC,Commercial,New,,No,
2468,Inbound,2024-07-10,EMEA,Enterprise,New,,No,
2469,Outbound,2024-08-05,EMEA,Enterprise,New,,No,
2470,Outbound,2024-08-01,EMEA,SMB,Working,,No,
2471,Inbound,2024-03-02,NA,Commercial,Converted,,Yes,29.0
2472,Marketing Campaign,2024-11-23,NA,Enterprise,Converted,In-Person Events,Yes,32.0
2473,Marketing Campaign,2024-06-09,EMEA,Commercial,Converted,Webinars,Yes,41.0
2474,Partner,2024-03-06,EMEA,Enterprise,Working,,No,
2475,Outbound,2024-10-12,EMEA,Enterprise,Converted,,Yes,16.0
2476,Marketing Campaign,2024-08-26,NA,Commercial,New,Email Nurture Campaigns,No,
2477,Inbound,2024-01-20,EMEA,Enterprise,Rejected,,No,
2478,Marketing Campaign,2024-07-06,APAC,SMB,New,In-Person Events,No,
2479,Inbound,2024-03-22,EMEA,Commercial,New,,No,
2480,Marketing Campaign,2024-12-28,APAC,SMB,New,In-Person Events,No,
2481,Inbound,2024-07-20,EMEA,Strategic,Rejected,,No,
2482,Marketing Campaign,2024-05-11,NA,Enterprise,Rejected,Whitepaper Downloads,No,
2483,Marketing Campaign,2024-02-06,EMEA,Commercial,Converted,Webinars,Yes,52.0
2484,Inbound,2024-05-11,EMEA,Commercial,Working,,No,
2485,Outbound,2024-03-17,APAC,Enterprise,Working,,No,
2486,Marketing Campaign,2024-03-29,APAC,SMB,Rejected,Whitepaper Downloads,No,
2487,Outbound,2024-09-09,NA,SMB,Working,,No,
2488,Marketing Campaign,2024-12-09,NA,Commercial,Rejected,Webinars,No,
2489,Outbound,2024-07-12,NA,Commercial,New,,No,
2490,Outbound,2024-06-24,APAC,Enterprise,New,,No,
2491,Inbound,2024-02-02,EMEA,Commercial,Converted,,Yes,5.0
2492,Inbound,2024-02-27,NA,SMB,New,,No,
2493,Marketing Campaign,2024-07-19,NA,Commercial,Rejected,Webinars,No,
2494,Outbound,2024-01-28,EMEA,Enterprise,Working,,No,
2495,Outbound,2024-02-04,APAC,SMB,Rejected,,No,
2496,Outbound,2024-05-04,EMEA,Commercial,New,,No,
2497,Outbound,2024-11-16,EMEA,Commercial,Converted,,Yes,6.0
2498,Marketing Campaign,2024-02-11,NA,Commercial,Working,Webinars,No,
2499,Marketing Campaign,2024-03-25,NA,Commercial,Working,Webinars,No,
2500,Outbound,2024-07-06,EMEA,SMB,Working,,No,
2501,Marketing Campaign,2024-04-20,EMEA,SMB,Rejected,Whitepaper Downloads,No,
2502,Marketing Campaign,2024-09-27,APAC,Enterprise,Working,Whitepaper Downloads,No,
2503,Outbound,2024-11-20,EMEA,Strategic,New,,No,
2504,Marketing Campaign,2024-04-14,NA,Commercial,Rejected,Trade Shows/Exhibitions,No,
2505,Inbound,2024-11-15,NA,SMB,New,,No,
2506,Inbound,2024-02-10,NA,SMB,New,,No,
2507,Marketing Campaign,2024-08-02,APAC,Commercial,New,Paid Search (PPC/Google Ads),No,
2508,Outbound,2024-03-11,NA,SMB,Converted,,Yes,14.0
2509,Marketing Campaign,2024-02-25,NA,Enterprise,New,Webinars,No,
2510,Marketing Campaign,2024-08-23,NA,Enterprise,New,Webinars,No,
2511,Inbound,2024-10-07,NA,SMB,Rejected,,No,
2512,Marketing Campaign,2024-04-14,NA,SMB,Converted,Sponsored Content,Yes,38.0
2513,Outbound,2024-06-10,APAC,SMB,New,,No,
2514,Outbound,2024-07-09,EMEA,SMB,Converted,,Yes,36.0
2515,Partner,2024-01-09,EMEA,Commercial,Rejected,,No,
2516,Marketing Campaign,2024-02-29,EMEA,Commercial,New,Sponsored Content,No,
2517,Inbound,2024-10-31,EMEA,Strategic,Converted,,Yes,29.0
2518,Outbound,2024-08-12,EMEA,Commercial,Working,,No,
2519,Partner,2024-11-02,APAC,SMB,Working,,No,
2520,Partner,2024-07-06,NA,Commercial,Working,,No,
2521,Partner,2024-03-10,NA,SMB,Working,,No,
2522,Inbound,2024-10-19,NA,Commercial,New,,No,
2523,Inbound,2024-10-13,APAC,Strategic,Converted,,Yes,14.0
2524,Outbound,2024-06-17,NA,Commercial,New,,No,
2525,Marketing Campaign,2024-03-02,APAC,Strategic,Working,In-Person Events,No,
2526,Inbound,2024-12-14,EMEA,Enterprise,New,,No,
2527,Inbound,2024-01-14,APAC,Commercial,Converted,,Yes,59.0
2528,Marketing Campaign,2024-06-12,NA,SMB,New,Sponsored Content,No,
2529,Inbound,2024-09-01,EMEA,SMB,Working,,No,
2530,Marketing Campaign,2024-11-30,NA,Strategic,Working,Webinars,No,
2531,Partner,2024-01-08,NA,Enterprise,Converted,,Yes,54.0
2532,Marketing Campaign,2024-06-02,EMEA,Enterprise,Working,Whitepaper Downloads,No,
2533,Inbound,2024-02-05,NA,Commercial,Converted,,Yes,5.0
2534,Inbound,2024-02-17,EMEA,Enterprise,New,,No,
2535,Partner,2024-03-25,EMEA,Strategic,New,,No,
2536,Marketing Campaign,2024-01-28,APAC,Enterprise,Working,Paid Social Ads,No,
2537,Partner,2024-07-14,NA,Commercial,Rejected,,No,
2538,Inbound,2024-07-26,APAC,Enterprise,New,,No,
2539,Marketing Campaign,2024-07-22,NA,Commercial,New,Trade Shows/Exhibitions,No,
2540,Marketing Campaign,2024-11-02,EMEA,Commercial,New,In-Person Events,No,
2541,Partner,2024-04-13,NA,Enterprise,Working,,No,
2542,Marketing Campaign,2024-08-17,NA,Commercial,New,Sponsored Content,No,
2543,Marketing Campaign,2024-04-10,APAC,Commercial,Converted,Whitepaper Downloads,Yes,36.0
2544,Partner,2024-01-29,EMEA,Strategic,New,,No,
2545,Inbound,2024-05-06,APAC,Enterprise,New,,No,
2546,Outbound,2024-12-03,APAC,Commercial,New,,No,
2547,Inbound,2024-01-10,NA,Strategic,Working,,No,
2548,Outbound,2024-04-15,APAC,SMB,Working,,No,
2549,Outbound,2024-06-15,EMEA,Strategic,New,,No,
2550,Inbound,2024-09-13,APAC,Strategic,Rejected,,No,
2551,Inbound,2024-10-21,NA,Commercial,New,,No,
2552,Inbound,2024-10-03,EMEA,SMB,Converted,,Yes,41.0
2553,Marketing Campaign,2024-03-05,APAC,Enterprise,Working,Webinars,No,
2554,Marketing Campaign,2024-09-27,NA,Commercial,New,Webinars,No,
2555,Inbound,2024-07-06,NA,SMB,Converted,,Yes,16.0
2556,Marketing Campaign,2024-11-12,NA,Commercial,Converted,Email Nurture Campaigns,Yes,53.0
2557,Outbound,2024-05-17,EMEA,SMB,New,,No,
2558,Inbound,2024-12-08,NA,SMB,Working,,No,
2559,Inbound,2024-04-14,APAC,Enterprise,New,,No,
2560,Outbound,2024-02-03,EMEA,SMB,Working,,No,
2561,Marketing Campaign,2024-04-19,EMEA,Commercial,New,Webinars,No,
2562,Partner,2024-02-02,EMEA,Enterprise,Converted,,Yes,55.0
2563,Inbound,2024-12-19,NA,SMB,New,,No,
2564,Inbound,2024-08-18,NA,Commercial,New,,No,
2565,Outbound,2024-11-12,NA,SMB,New,,No,
2566,Inbound,2024-09-22,APAC,Commercial,New,,No,
2567,Inbound,2024-06-30,NA,Commercial,Working,,No,
2568,Inbound,2024-12-05,EMEA,SMB,New,,No,
2569,Marketing Campaign,2024-03-05,APAC,Commercial,Converted,Webinars,Yes,22.0
2570,Marketing Campaign,2024-11-28,NA,Commercial,New,Webinars,No,
2571,Outbound,2024-01-01,NA,Enterprise,Converted,,Yes,34.0
2572,Marketing Campaign,2024-05-12,NA,SMB,Working,Trade Shows/Exhibitions,No,
2573,Inbound,2024-03-20,APAC,Enterprise,Rejected,,No,
2574,Outbound,2024-09-27,NA,SMB,Rejected,,No,
2575,Inbound,2024-08-28,EMEA,Commercial,Converted,,Yes,17.0
2576,Partner,2024-01-28,NA,SMB,Converted,,Yes,58.0
2577,Marketing Campaign,2024-08-10,EMEA,Strategic,New,Paid Search (PPC/Google Ads),No,
2578,Partner,2024-01-23,EMEA,Enterprise,Converted,,Yes,7.0
2579,Outbound,2024-04-18,NA,Commercial,Rejected,,No,
2580,Partner,2024-04-16,EMEA,SMB,New,,No,
2581,Inbound,2024-05-24,EMEA,SMB,Working,,No,
2582,Marketing Campaign,2024-12-19,EMEA,Commercial,New,Sponsored Content,No,
2583,Outbound,2024-05-18,NA,SMB,Working,,No,
2584,Outbound,2024-10-10,APAC,SMB,Working,,No,
2585,Outbound,2024-10-24,APAC,SMB,Working,,No,
2586,Partner,2024-04-08,EMEA,SMB,Working,,No,
2587,Inbound,2024-11-12,NA,Commercial,Rejected,,No,
2588,Partner,2024-05-02,APAC,Strategic,Working,,No,
2589,Inbound,2024-11-15,EMEA,Commercial,Converted,,Yes,25.0
2590,Partner,2024-10-13,NA,Enterprise,New,,No,
2591,Marketing Campaign,2024-03-21,NA,Commercial,Working,Webinars,No,
2592,Marketing Campaign,2024-01-10,EMEA,Enterprise,Working,Sponsored Content,No,
2593,Outbound,2024-01-08,APAC,Enterprise,New,,No,
2594,Outbound,2024-07-23,APAC,Enterprise,New,,No,
2595,Inbound,2024-11-10,EMEA,Enterprise,Working,,No,
2596,Marketing Campaign,2024-07-15,EMEA,SMB,Working,Sponsored Content,No,
2597,Inbound,2024-07-16,EMEA,Enterprise,Working,,No,
2598,Outbound,2024-01-30,EMEA,Enterprise,New,,No,
2599,Inbound,2024-01-20,NA,Enterprise,New,,No,
2600,Inbound,2024-02-17,NA,Enterprise,Working,,No,
2601,Partner,2024-05-09,EMEA,Enterprise,New,,No,
2602,Inbound,2024-10-19,APAC,Commercial,New,,No,
2603,Partner,2024-05-11,EMEA,Strategic,New,,No,
2604,Inbound,2024-12-21,EMEA,SMB,New,,No,
2605,Inbound,2024-02-23,EMEA,SMB,New,,No,
2606,Outbound,2024-10-07,NA,Enterprise,New,,No,
2607,Inbound,2024-09-21,NA,Enterprise,New,,No,
2608,Inbound,2024-08-02,EMEA,Enterprise,Working,,No,
2609,Partner,2024-10-16,EMEA,SMB,New,,No,
2610,Inbound,2024-02-12,APAC,Enterprise,Working,,No,
2611,Marketing Campaign,2024-03-14,APAC,Commercial,Rejected,Trade Shows/Exhibitions,No,
2612,Inbound,2024-12-15,EMEA,Enterprise,Converted,,Yes,46.0
2613,Inbound,2024-10-04,EMEA,Enterprise,New,,No,
2614,Partner,2024-11-21,NA,Strategic,Rejected,,No,
2615,Inbound,2024-08-29,NA,SMB,New,,No,
2616,Inbound,2024-05-09,EMEA,SMB,New,,No,
2617,Outbound,2024-12-15,APAC,Commercial,Rejected,,No,
2618,Inbound,2024-07-12,NA,SMB,Converted,,Yes,18.0
2619,Marketing Campaign,2024-02-01,NA,SMB,Working,In-Person Events,No,
2620,Inbound,2024-04-15,NA,Strategic,Working,,No,
2621,Marketing Campaign,2024-07-22,APAC,Enterprise,Working,Sponsored Content,No,
2622,Marketing Campaign,2024-01-01,NA,Commercial,New,Webinars,No,
2623,Outbound,2024-09-01,EMEA,SMB,New,,No,
2624,Marketing Campaign,2024-03-12,EMEA,Commercial,Working,In-Person Events,No,
2625,Outbound,2024-11-01,NA,SMB,Rejected,,No,
2626,Marketing Campaign,2024-01-15,EMEA,Strategic,New,Trade Shows/Exhibitions,No,
2627,Inbound,2024-02-22,NA,Commercial,Converted,,Yes,44.0
2628,Partner,2024-01-08,APAC,Commercial,New,,No,
2629,Outbound,2024-11-25,NA,Commercial,Working,,No,
2630,Outbound,2024-02-15,APAC,SMB,Working,,No,
2631,Partner,2024-11-20,EMEA,SMB,Working,,No,
2632,Partner,2024-04-23,APAC,Enterprise,New,,No,
2633,Inbound,2024-05-26,NA,Commercial,Working,,No,
2634,Inbound,2024-06-14,EMEA,Enterprise,Working,,No,
2635,Partner,2024-05-18,NA,SMB,New,,No,
2636,Partner,2024-04-26,EMEA,Commercial,New,,No,
2637,Marketing Campaign,2024-10-25,NA,Commercial,Working,Email Nurture Campaigns,No,
2638,Marketing Campaign,2024-10-02,NA,SMB,Working,Webinars,No,
2639,Marketing Campaign,2024-10-03,EMEA,Enterprise,New,Email Nurture Campaigns,No,
2640,Partner,2024-12-03,NA,Enterprise,Working,,No,
2641,Inbound,2024-11-08,NA,Commercial,Rejected,,No,
2642,Inbound,2024-06-26,EMEA,Enterprise,New,,No,
2643,Marketing Campaign,2024-11-25,EMEA,Commercial,Working,In-Person Events,No,
2644,Partner,2024-12-19,NA,Strategic,New,,No,
2645,Inbound,2024-06-02,NA,SMB,New,,No,
2646,Outbound,2024-07-19,APAC,SMB,New,,No,
2647,Marketing Campaign,2024-04-24,APAC,Strategic,Working,Whitepaper Downloads,No,
2648,Outbound,2024-06-07,NA,Commercial,Converted,,Yes,14.0
2649,Outbound,2024-02-11,NA,Enterprise,New,,No,
2650,Outbound,2024-09-03,NA,Enterprise,Working,,No,
2651,Inbound,2024-03-08,NA,SMB,Working,,No,
2652,Outbound,2024-11-21,EMEA,SMB,New,,No,
2653,Outbound,2024-11-29,EMEA,Enterprise,Working,,No,
2654,Inbound,2024-07-14,NA,Commercial,Converted,,Yes,6.0
2655,Marketing Campaign,2024-03-30,EMEA,Commercial,Converted,In-Person Events,Yes,49.0
2656,Outbound,2024-04-20,NA,Commercial,Converted,,Yes,41.0
2657,Marketing Campaign,2024-12-24,APAC,SMB,New,Webinars,No,
2658,Marketing Campaign,2024-05-24,EMEA,Commercial,Converted,Trade Shows/Exhibitions,Yes,15.0
2659,Inbound,2024-10-01,NA,Strategic,New,,No,
2660,Partner,2024-06-27,APAC,Commercial,Converted,,Yes,5.0
2661,Outbound,2024-08-28,NA,SMB,Rejected,,No,
2662,Marketing Campaign,2024-11-21,EMEA,Strategic,New,Trade Shows/Exhibitions,No,
2663,Inbound,2024-11-14,EMEA,Strategic,Working,,No,
2664,Partner,2024-11-26,NA,Enterprise,Working,,No,
2665,Partner,2024-06-01,NA,Enterprise,Converted,,Yes,30.0
2666,Inbound,2024-04-13,EMEA,Commercial,New,,No,
2667,Inbound,2024-03-15,EMEA,Commercial,Rejected,,No,
2668,Partner,2024-05-07,APAC,SMB,Working,,No,
2669,Partner,2024-07-17,NA,Strategic,New,,No,
2670,Inbound,2024-06-02,APAC,Enterprise,New,,No,
2671,Partner,2024-02-25,NA,Commercial,Converted,,Yes,46.0
2672,Outbound,2024-10-04,APAC,Enterprise,New,,No,
2673,Partner,2024-12-10,EMEA,SMB,New,,No,
2674,Inbound,2024-01-19,NA,Strategic,Working,,No,
2675,Marketing Campaign,2024-06-07,EMEA,Commercial,Working,Whitepaper Downloads,No,
2676,Inbound,2024-01-26,NA,Enterprise,Working,,No,
2677,Outbound,2024-06-17,NA,SMB,New,,No,
2678,Inbound,2024-01-23,EMEA,SMB,Converted,,Yes,17.0
2679,Inbound,2024-02-16,APAC,Commercial,Rejected,,No,
2680,Outbound,2024-01-13,APAC,SMB,New,,No,
2681,Inbound,2024-08-04,EMEA,Strategic,Converted,,Yes,32.0
2682,Marketing Campaign,2024-11-17,NA,Commercial,Rejected,Sponsored Content,No,
2683,Inbound,2024-07-12,EMEA,Commercial,Working,,No,
2684,Outbound,2024-05-23,NA,Enterprise,Working,,No,
2685,Inbound,2024-03-13,APAC,Commercial,New,,No,
2686,Inbound,2024-06-04,EMEA,Commercial,Working,,No,
2687,Inbound,2024-03-17,APAC,Commercial,Working,,No,
2688,Outbound,2024-06-17,EMEA,Enterprise,Converted,,Yes,40.0
2689,Outbound,2024-10-13,NA,Enterprise,Rejected,,No,
2690,Outbound,2024-03-25,NA,Enterprise,New,,No,
2691,Outbound,2024-06-30,EMEA,Commercial,New,,No,
2692,Outbound,2024-11-10,EMEA,SMB,New,,No,
2693,Inbound,2024-10-23,APAC,SMB,Converted,,Yes,25.0
2694,Outbound,2024-04-21,NA,Commercial,New,,No,
2695,Marketing Campaign,2024-08-17,EMEA,Commercial,Working,Trade Shows/Exhibitions,No,
2696,Outbound,2024-04-05,NA,SMB,New,,No,
2697,Partner,2024-06-16,EMEA,Commercial,Working,,No,
2698,Inbound,2024-06-04,EMEA,Strategic,New,,No,
2699,Marketing Campaign,2024-04-14,NA,Commercial,Converted,Paid Search (PPC/Google Ads),Yes,14.0
2700,Marketing Campaign,2024-07-11,EMEA,SMB,Working,Webinars,No,
2701,Outbound,2024-11-25,APAC,Enterprise,Rejected,,No,
2702,Marketing Campaign,2024-05-11,NA,SMB,Working,Webinars,No,
2703,Inbound,2024-12-20,APAC,SMB,New,,No,
2704,Inbound,2024-05-17,NA,Strategic,New,,No,
2705,Marketing Campaign,2024-11-26,APAC,Strategic,Rejected,In-Person Events,No,
2706,Marketing Campaign,2024-09-26,NA,Enterprise,Converted,Webinars,Yes,16.0
2707,Inbound,2024-02-07,NA,Commercial,New,,No,
2708,Inbound,2024-02-14,APAC,Commercial,Converted,,Yes,50.0
2709,Inbound,2024-06-11,NA,Commercial,Working,,No,
2710,Inbound,2024-11-26,EMEA,Enterprise,New,,No,
2711,Marketing Campaign,2024-09-09,NA,SMB,New,Whitepaper Downloads,No,
2712,Outbound,2024-06-17,APAC,Strategic,Converted,,Yes,31.0
