Opportunity_ID,Created_Date,Region,Segment,Opportunity_Type,Deal_Stage,Salesperson,Closed_Lost_Reason,Sales_Cycle_Days,Closed_Date,Deal_Size (£),Closed_Month
1119,2024-06-04 01:04:54.130564640,North America,Commercial,New Customer,Negotiation,NA6,,40,2024-08-04 01:04:54.130564640,59444.380599035045,2024-08
1120,2024-08-20 16:09:24.279368884,North America,Commercial,Renewal,Qualified,NA2,,41,2024-12-31 00:00:00.000000000,55524.926340202495,2024-12
1121,2024-03-07 23:41:40.297300086,APAC,Commercial,Renewal,Closed Lost,APAC5,Competitor Switch,46,2024-08-18 23:41:40.297300086,71075.731700466,2024-08
1122,2024-11-30 13:34:54.963338420,APAC,Commercial,Expansion,Qualified,APAC3,,48,2024-12-09 13:34:54.963338420,45077.81729080752,2024-12
1123,2024-09-08 12:24:39.545015972,APAC,SMB,Renewal,Closed Lost,APAC1,No Budget,24,2024-12-25 12:24:39.545015972,13842.4403017497,2024-12
1124,2024-06-09 16:20:34.870090244,EMEA,Enterprise,Renewal,Discovery,EMEA10,,69,2024-08-21 16:20:34.870090244,182613.2279697339,2024-08
1125,2024-02-18 12:37:12.093721641,EMEA,Enterprise,Expansion,Qualified,EMEA3,,50,2024-07-21 12:37:12.093721641,139885.63820842167,2024-07
1126,2024-03-28 11:14:03.056057220,EMEA,Enterprise,New Customer,Negotiation,EMEA9,,44,2024-07-26 11:14:03.056057220,155139.47207869566,2024-07
1127,2024-08-15 11:51:02.265854520,North America,Enterprise,Renewal,Closed Lost,NA10,,46,2024-11-27 11:51:02.265854520,147653.0192839347,2024-11
1128,2024-06-03 16:59:53.692993430,EMEA,SMB,Renewal,Qualified,EMEA6,,23,2024-06-25 16:59:53.692993430,11583.933298417278,2024-06
1129,2024-04-17 09:58:13.105872764,North America,Strategic,Renewal,Qualified,NA6,,76,2024-06-29 09:58:13.105872764,326210.6614303771,2024-06
1130,2024-10-17 23:48:47.247271160,North America,Strategic,New Customer,Proposal,NA4,,110,2024-12-31 00:00:00.000000000,301790.3386473252,2024-12
1131,2024-10-13 15:33:05.153603084,EMEA,Strategic,Renewal,Negotiation,EMEA8,,74,2024-12-31 00:00:00.000000000,349228.2151455988,2024-12
1132,2024-08-22 18:49:07.150420580,EMEA,Strategic,Renewal,Closed Lost,EMEA5,No Decision,99,2024-09-04 18:49:07.150420580,351444.5642243718,2024-09
1133,2024-06-04 17:02:50.273565292,North America,Strategic,Renewal,Closed Won,NA7,,89,2024-08-06 17:02:50.273565292,355860.4906732801,2024-08
1134,2024-08-06 12:40:00.452805988,North America,Enterprise,Renewal,Discovery,NA9,,62,2024-11-27 12:40:00.452805988,107048.8702529926,2024-11
1135,2024-12-13 00:49:49.108758152,EMEA,Commercial,Expansion,Qualified,EMEA5,,40,2024-12-31 00:00:00.000000000,85975.57645367608,2024-12
1136,2024-09-30 09:59:21.341947692,North America,Enterprise,Renewal,Closed Lost,NA5,Competitor,63,2024-11-06 09:59:21.341947692,179151.35926339182,2024-11
1137,2024-05-30 18:14:36.542877710,APAC,Enterprise,New Customer,Closed Won,APAC4,,50,2024-07-31 18:14:36.542877710,176182.48783267246,2024-07
1138,2024-01-19 03:17:41.237113763,EMEA,Enterprise,Renewal,Discovery,EMEA6,,69,2024-05-05 03:17:41.237113763,172453.1544116546,2024-05
1139,2024-11-03 01:55:50.769894332,EMEA,Enterprise,New Customer,Closed Lost,EMEA2,Competitor,70,2024-12-31 00:00:00.000000000,141968.78248459098,2024-12
1140,2024-07-30 18:53:48.768793808,EMEA,SMB,Expansion,Negotiation,EMEA3,,24,2024-11-22 18:53:48.768793808,13399.395234255491,2024-11
1141,2024-11-23 11:31:09.865471232,EMEA,Commercial,Renewal,Closed Lost,EMEA1,Competitor Switch,44,2024-12-31 00:00:00.000000000,81492.59128581735,2024-12
1142,2024-04-14 05:22:27.515705931,North America,Strategic,Renewal,Closed Won,NA2,,94,2024-06-30 05:22:27.515705931,328850.5954304856,2024-06
1143,2024-07-07 18:50:56.952694438,EMEA,Enterprise,Renewal,Discovery,EMEA2,,63,2024-12-05 18:50:56.952694438,147122.58317021508,2024-12
1144,2024-01-05 08:17:16.865801543,EMEA,Enterprise,New Customer,Negotiation,EMEA8,,70,2024-04-20 08:17:16.865801543,136867.33246012745,2024-04
1145,2024-10-10 09:04:20.290862996,North America,Commercial,Renewal,Closed Won,NA8,,49,2025-01-02 09:04:20.290862996,56079.68349011841,2025-01
1146,2024-08-20 12:43:51.655295076,APAC,Commercial,New Customer,Negotiation,APAC2,,44,2024-11-29 12:43:51.655295076,50079.6423665355,2024-11
1147,2024-09-09 15:53:56.912833096,EMEA,Strategic,New Customer,Negotiation,EMEA6,,85,2024-10-27 15:53:56.912833096,342564.36984890973,2024-10
1148,2024-12-26 04:31:49.621629640,EMEA,Enterprise,New Customer,Closed Lost,EMEA5,No Decision,68,2024-12-31 00:00:00.000000000,209260.46851583256,2024-12
1149,2024-08-15 01:14:18.032809400,APAC,Strategic,New Customer,Closed Lost,APAC3,No Budget,88,2024-10-01 01:14:18.032809400,336741.28715604765,2024-10
1150,2024-09-14 00:00:09.528395300,APAC,Enterprise,Renewal,Closed Lost,APAC5,,61,2024-12-31 00:00:00.000000000,172872.69599116212,2024-12
1151,2024-07-17 10:33:12.147014756,EMEA,Enterprise,Renewal,Proposal,EMEA5,,65,2024-10-31 10:33:12.147014756,171686.70936448063,2024-10
1152,2024-11-16 17:42:52.244115812,EMEA,Commercial,Renewal,Closed Lost,EMEA5,Competitor,49,2024-12-31 00:00:00.000000000,60947.78111062039,2024-12
1153,2024-06-11 22:02:53.851939988,EMEA,Enterprise,Expansion,Discovery,EMEA3,,62,2024-10-08 22:02:53.851939988,146001.48418938965,2024-10
1154,2024-03-29 02:45:55.627114598,EMEA,Commercial,New Customer,Closed Won,EMEA3,,42,2024-05-20 02:45:55.627114598,68030.20349477224,2024-05
1155,2024-12-23 13:38:11.216928324,EMEA,Commercial,New Customer,Closed Won,EMEA4,,53,2025-02-14 13:38:11.216928324,45589.10412577615,2025-02
1156,2024-10-24 07:33:17.999315908,EMEA,Enterprise,Renewal,Discovery,EMEA7,,75,2024-12-31 00:00:00.000000000,202904.220479772,2024-12
1157,2024-03-08 05:42:50.021490958,North America,Strategic,Renewal,Discovery,NA2,,79,2024-03-25 05:42:50.021490958,315918.8218882018,2024-03
1158,2024-03-04 23:37:57.268650654,APAC,SMB,New Customer,Discovery,APAC2,,23,2024-06-25 23:37:57.268650654,14577.022752005809,2024-06
1159,2024-07-28 00:03:14.280482860,APAC,Strategic,Renewal,Discovery,APAC4,,82,2024-08-31 00:03:14.280482860,288168.2671054238,2024-08
1160,2024-09-13 13:29:13.616651004,North America,Commercial,Renewal,Qualified,NA4,,49,2024-09-28 13:29:13.616651004,70983.46153034458,2024-09
1161,2024-03-07 02:38:47.798555435,EMEA,Commercial,New Customer,Closed Won,EMEA1,,54,2024-05-12 02:38:47.798555435,78167.03159542478,2024-05
1162,2024-06-25 20:24:06.782456152,North America,SMB,Renewal,Closed Lost,NA10,,24,2024-10-25 20:24:06.782456152,9296.056352373818,2024-10
1163,2024-07-24 16:31:05.933135246,North America,Commercial,Renewal,Closed Lost,NA8,,45,2024-10-12 16:31:05.933135246,58486.61854059074,2024-10
1164,2024-10-05 04:05:26.849438120,EMEA,Enterprise,Renewal,Negotiation,EMEA1,,52,2024-10-18 04:05:26.849438120,183372.1534780316,2024-10
1165,2024-10-15 03:17:14.148592716,North America,SMB,Renewal,Closed Lost,NA8,,27,2024-12-31 00:00:00.000000000,13459.669650281649,2024-12
1166,2024-05-16 02:59:58.386413448,EMEA,Enterprise,Expansion,Negotiation,EMEA7,,68,2024-06-29 02:59:58.386413448,166511.17289457555,2024-06
1167,2024-01-22 02:51:11.380312529,EMEA,Strategic,Renewal,Discovery,EMEA9,,81,2024-03-15 02:51:11.380312529,312104.1170353959,2024-03
1168,2024-05-03 02:18:59.518513164,EMEA,SMB,Renewal,Qualified,EMEA8,,21,2024-10-02 02:18:59.518513164,13133.157364794231,2024-10
1169,2024-12-06 11:50:32.159512120,North America,Strategic,Renewal,Discovery,NA5,,100,2024-12-31 00:00:00.000000000,333813.8481895895,2024-12
1170,2024-01-07 18:05:35.709001111,North America,Commercial,New Customer,Negotiation,NA8,,42,2024-03-10 18:05:35.709001111,51634.60115756656,2024-03
1171,2024-09-25 15:11:13.319657672,EMEA,Enterprise,Renewal,Closed Lost,EMEA10,No Decision,68,2024-12-31 00:00:00.000000000,154373.95102774832,2024-12
1172,2024-12-20 08:23:46.614639336,APAC,Commercial,Renewal,Closed Lost,APAC4,Budget Constraints,46,2024-12-31 00:00:00.000000000,76151.67629061689,2024-12
1173,2024-11-10 18:06:50.552491184,EMEA,SMB,Renewal,Discovery,EMEA3,,21,2024-12-31 00:00:00.000000000,12769.171889262496,2024-12
1174,2024-12-09 17:47:51.384051580,North America,SMB,Renewal,Closed Won,NA10,,23,2025-02-11 17:47:51.384051580,6820.738705001494,2025-02
1175,2024-02-09 12:37:34.393346007,EMEA,SMB,Renewal,Discovery,EMEA7,,24,2024-03-29 12:37:34.393346007,15543.777645880768,2024-03
1176,2024-09-30 01:45:00.776389428,EMEA,SMB,New Customer,Closed Lost,EMEA4,No Budget,23,2024-12-31 00:00:00.000000000,11007.142366646782,2024-12
1177,2024-03-03 15:58:36.887205269,EMEA,Enterprise,New Customer,Negotiation,EMEA5,,61,2024-08-21 15:58:36.887205269,176668.5080732468,2024-08
1178,2024-12-11 11:37:08.175893744,North America,Strategic,Renewal,Qualified,NA9,,94,2024-12-30 11:37:08.175893744,334371.6069783591,2024-12
1179,2024-06-19 02:56:28.992100284,EMEA,Strategic,Renewal,Closed Won,EMEA7,,107,2024-08-31 02:56:28.992100284,287907.9139434718,2024-08
1180,2024-10-07 11:51:59.467113280,EMEA,Enterprise,Expansion,Qualified,EMEA4,,64,2024-11-03 11:51:59.467113280,167779.93731200692,2024-11
1181,2024-05-25 09:40:26.634582700,APAC,SMB,Renewal,Closed Won,APAC2,,27,2024-08-02 09:40:26.634582700,15793.935230834912,2024-08
1182,2024-09-12 06:35:40.769745996,North America,Commercial,New Customer,Qualified,NA7,,42,2024-12-31 00:00:00.000000000,74524.7919466897,2024-12
1183,2024-05-08 21:05:40.932583776,EMEA,Commercial,Renewal,Negotiation,EMEA10,,50,2024-11-02 21:05:40.932583776,56128.54337488887,2024-11
1184,2024-05-26 17:24:16.560759996,APAC,Commercial,Expansion,Closed Won,APAC5,,43,2024-07-16 17:24:16.560759996,69544.45055685926,2024-07
1185,2024-08-20 12:07:23.430567184,North America,Enterprise,New Customer,Proposal,NA9,,50,2024-12-31 00:00:00.000000000,196188.1238239928,2024-12
1186,2024-12-14 15:47:26.575364652,APAC,Enterprise,Expansion,Qualified,APAC4,,50,2024-12-31 00:00:00.000000000,194912.53607065312,2024-12
1187,2024-05-11 07:54:44.793973280,EMEA,Commercial,New Customer,Qualified,EMEA10,,31,2024-07-31 07:54:44.793973280,44719.660966896,2024-07
1188,2024-08-03 11:03:00.600306768,North America,Commercial,Renewal,Discovery,NA3,,49,2024-09-29 11:03:00.600306768,81882.00360319304,2024-09
1189,2024-12-16 19:53:40.318007576,North America,Strategic,Expansion,Closed Won,NA8,,77,2025-02-10 19:53:40.318007576,313403.9335086056,2025-02
1190,2024-12-17 07:04:52.241279016,EMEA,Strategic,Renewal,Closed Lost,EMEA1,No Decision,104,2024-12-31 00:00:00.000000000,327733.421068897,2024-12
1191,2024-09-22 12:54:43.498076696,North America,Commercial,Renewal,Closed Lost,NA9,,44,2024-12-31 00:00:00.000000000,55316.25596825074,2024-12
1192,2024-02-29 09:20:49.102196892,EMEA,Strategic,New Customer,Negotiation,EMEA1,,74,2024-04-16 09:20:49.102196892,330744.02821223374,2024-04
1193,2024-12-23 23:51:42.123885428,North America,Strategic,New Customer,Discovery,NA2,,78,2024-12-31 00:00:00.000000000,303393.3901509753,2024-12
1194,2024-11-20 05:58:44.469879220,EMEA,Commercial,Expansion,Proposal,EMEA8,,45,2024-12-31 00:00:00.000000000,56998.36097965152,2024-12
1195,2024-01-17 21:08:08.184076555,North America,Commercial,Renewal,Closed Won,NA9,,35,2024-03-21 21:08:08.184076555,62436.76238247769,2024-03
1196,2024-04-27 23:23:48.267704228,APAC,Enterprise,New Customer,Proposal,APAC3,,65,2024-08-15 23:23:48.267704228,205616.22445630428,2024-08
1197,2024-09-09 04:18:27.457799124,APAC,Strategic,New Customer,Qualified,APAC2,,74,2024-11-28 04:18:27.457799124,352598.2119751756,2024-11
1198,2024-01-20 15:06:14.778468072,APAC,Strategic,Renewal,Closed Lost,APAC3,Pricing,82,2024-05-07 15:06:14.778468072,353863.8254694832,2024-05
1199,2024-08-04 08:36:52.238457408,EMEA,SMB,Renewal,Discovery,EMEA10,,25,2024-12-06 08:36:52.238457408,14671.630603155552,2024-12
1200,2024-02-22 23:10:01.844032100,North America,Commercial,Renewal,Closed Won,NA10,,47,2024-03-23 23:10:01.844032100,84622.33816726659,2024-03
1201,2024-03-05 12:53:03.333777378,EMEA,Enterprise,Renewal,Closed Won,EMEA5,,67,2024-05-08 12:53:03.333777378,167746.4774295693,2024-05
1202,2024-08-21 20:22:38.204659576,North America,Enterprise,Expansion,Proposal,NA10,,46,2024-11-22 20:22:38.204659576,171055.7954927595,2024-11
1203,2024-07-29 07:16:09.651273388,North America,SMB,New Customer,Discovery,NA4,,24,2024-10-20 07:16:09.651273388,12002.642640427996,2024-10
1204,2024-01-27 10:13:33.058108232,North America,Strategic,New Customer,Closed Won,NA2,,100,2024-04-02 10:13:33.058108232,323471.73102505325,2024-04
1205,2024-05-05 11:11:51.929959722,EMEA,Enterprise,Expansion,Closed Lost,EMEA4,No Budget,56,2024-09-01 11:11:51.929959722,139094.48221211886,2024-09
1206,2024-05-21 11:27:27.709788744,EMEA,Strategic,Renewal,Closed Lost,EMEA8,Competitor,92,2024-06-06 11:27:27.709788744,331619.0197066832,2024-06
1207,2024-07-10 01:48:02.412319498,EMEA,Strategic,New Customer,Qualified,EMEA5,,91,2024-09-02 01:48:02.412319498,337401.37561129464,2024-09
1208,2024-02-16 03:27:12.953363405,EMEA,Enterprise,Renewal,Closed Lost,EMEA5,,73,2024-04-29 03:27:12.953363405,168564.83049204116,2024-04
1209,2024-11-26 05:58:39.717639244,North America,Commercial,New Customer,Negotiation,NA10,,42,2024-12-31 00:00:00.000000000,36568.791505694986,2024-12
1210,2024-04-22 07:32:13.553197274,APAC,Enterprise,Renewal,Qualified,APAC3,,46,2024-07-19 07:32:13.553197274,175535.76428439416,2024-07
1211,2024-02-15 06:15:30.462982666,EMEA,SMB,Expansion,Discovery,EMEA8,,23,2024-03-27 06:15:30.462982666,9263.233115964556,2024-03
1212,2024-07-04 09:45:32.700016388,EMEA,Enterprise,Renewal,Closed Won,EMEA6,,61,2024-09-18 09:45:32.700016388,185682.77716884715,2024-09
1213,2024-08-29 15:04:57.432540532,North America,SMB,Renewal,Qualified,NA2,,22,2024-09-25 15:04:57.432540532,12798.279084676977,2024-09
1214,2024-03-31 10:34:26.890347834,EMEA,Enterprise,New Customer,Negotiation,EMEA2,,54,2024-05-06 10:34:26.890347834,180434.3031673577,2024-05
1215,2024-12-28 07:06:19.275967064,EMEA,Commercial,Renewal,Negotiation,EMEA9,,45,2024-12-31 00:00:00.000000000,45852.8443569042,2024-12
1216,2024-05-19 00:00:54.260724528,North America,SMB,New Customer,Closed Lost,NA7,No Budget,23,2024-09-30 00:00:54.260724528,15653.95941380434,2024-09
1217,2024-10-01 16:20:12.424029084,North America,SMB,Renewal,Discovery,NA10,,25,2024-11-24 16:20:12.424029084,12925.522989685684,2024-11
1218,2024-12-14 18:40:06.706956064,EMEA,SMB,New Customer,Qualified,EMEA9,,26,2024-12-31 00:00:00.000000000,10214.406696307176,2024-12
1219,2024-06-02 14:23:52.335099540,EMEA,Enterprise,Renewal,Closed Lost,EMEA6,,64,2024-09-08 14:23:52.335099540,189491.0412214741,2024-09
1220,2024-04-12 08:37:28.438896470,North America,Enterprise,Renewal,Qualified,NA5,,44,2024-09-29 08:37:28.438896470,177443.38465234285,2024-09
1221,2024-08-16 01:20:08.240980236,APAC,Enterprise,Renewal,Closed Lost,APAC4,No Budget,60,2024-10-19 01:20:08.240980236,220922.92515697863,2024-10
1222,2024-06-12 23:19:45.510610976,North America,SMB,Renewal,Negotiation,NA1,,25,2024-11-28 23:19:45.510610976,11117.8138546133,2024-11
1223,2024-05-19 12:05:37.273856356,EMEA,SMB,Renewal,Discovery,EMEA6,,24,2024-08-04 12:05:37.273856356,9381.166404644931,2024-08
1224,2024-06-12 14:04:48.020717334,APAC,SMB,Renewal,Discovery,APAC3,,25,2024-10-09 14:04:48.020717334,13223.366777359952,2024-10
1225,2024-11-02 12:33:29.351648404,EMEA,SMB,Renewal,Proposal,EMEA3,,25,2024-11-27 12:33:29.351648404,15030.564672841609,2024-11
1226,2024-09-06 21:43:53.772369708,EMEA,Strategic,Renewal,Closed Lost,EMEA3,Competitor Switch,89,2024-12-31 00:00:00.000000000,383074.2260605575,2024-12
1227,2024-02-15 19:22:04.161302166,North America,Commercial,Renewal,Closed Lost,NA3,No Decision,39,2024-06-18 19:22:04.161302166,100000.0,2024-06
1228,2024-08-31 20:15:45.974375988,North America,Commercial,New Customer,Closed Lost,NA7,No Budget,44,2024-09-11 20:15:45.974375988,39306.02058813556,2024-09
1229,2024-04-01 04:01:47.082833427,APAC,SMB,Renewal,Closed Lost,APAC2,Product Fit,28,2024-06-30 04:01:47.082833427,12161.905910898196,2024-06
1230,2024-02-14 17:41:46.061511613,EMEA,Commercial,Renewal,Discovery,EMEA2,,43,2024-04-07 17:41:46.061511613,43410.49675523498,2024-04
1231,2024-09-10 19:28:11.293745884,APAC,Enterprise,New Customer,Discovery,APAC2,,70,2024-12-31 00:00:00.000000000,168815.40531548788,2024-12
1232,2024-08-14 16:42:56.547478436,North America,Enterprise,Renewal,Closed Lost,NA10,No Budget,60,2024-10-04 16:42:56.547478436,236931.09355718788,2024-10
1233,2024-08-13 00:41:37.919687240,North America,Commercial,New Customer,Discovery,NA2,,40,2024-12-03 00:41:37.919687240,49070.51562783886,2024-12
1234,2024-02-06 04:13:11.732166255,North America,SMB,Renewal,Discovery,NA3,,24,2024-02-16 04:13:11.732166255,12445.12164041042,2024-02
1235,2024-12-18 00:10:34.574038140,EMEA,Commercial,Renewal,Negotiation,EMEA10,,44,2024-12-31 00:00:00.000000000,52255.18226586182,2024-12
1236,2024-02-09 14:49:07.546408856,North America,Commercial,Renewal,Closed Lost,NA7,Product Fit,48,2024-07-16 14:49:07.546408856,46622.72326806749,2024-07
1237,2024-03-11 14:06:07.239817045,APAC,Commercial,New Customer,Closed Won,APAC3,,56,2024-04-23 14:06:07.239817045,83903.86669791004,2024-04
1238,2024-06-02 23:47:55.109538584,EMEA,Strategic,New Customer,Discovery,EMEA7,,90,2024-11-06 23:47:55.109538584,286518.5657046915,2024-11
1239,2024-06-20 09:00:09.878126108,APAC,Enterprise,Renewal,Closed Won,APAC1,,47,2024-07-22 09:00:09.878126108,172937.15654198272,2024-07
1240,2024-09-07 21:19:56.460377488,North America,Enterprise,Renewal,Closed Won,NA10,,43,2024-10-07 21:19:56.460377488,177199.0801880791,2024-10
1241,2024-01-22 22:55:52.852183441,APAC,Commercial,Expansion,Negotiation,APAC4,,42,2024-06-20 22:55:52.852183441,59559.33481692527,2024-06
1242,2024-05-22 20:26:30.356707664,EMEA,Commercial,Renewal,Closed Lost,EMEA4,,39,2024-09-06 20:26:30.356707664,55790.54877692079,2024-09
1243,2024-06-03 13:32:01.390522366,EMEA,Enterprise,Renewal,Closed Lost,EMEA7,No Budget,65,2024-09-14 13:32:01.390522366,215358.5729229425,2024-09
1244,2024-04-26 06:39:49.920188360,EMEA,Enterprise,Expansion,Closed Won,EMEA9,,65,2024-05-30 06:39:49.920188360,122202.97045965884,2024-05
1245,2024-03-13 10:53:41.656136472,EMEA,Enterprise,New Customer,Discovery,EMEA8,,58,2024-04-22 10:53:41.656136472,185911.29359549144,2024-04
1246,2024-12-22 17:42:19.026842384,EMEA,SMB,Renewal,Closed Lost,EMEA8,Poor Customer Support,26,2024-12-28 17:42:19.026842384,13702.498331224058,2024-12
1247,2024-04-02 01:01:06.804454751,North America,Enterprise,New Customer,Closed Lost,NA9,No Budget,60,2024-09-01 01:01:06.804454751,182174.7440600375,2024-09
1248,2024-10-09 17:55:36.308972164,North America,Commercial,New Customer,Proposal,NA5,,54,2024-12-31 00:00:00.000000000,48922.08191078942,2024-12
1249,2024-02-17 09:11:53.894738972,APAC,Strategic,Renewal,Proposal,APAC5,,96,2024-07-27 09:11:53.894738972,355125.77689127275,2024-07
1250,2024-06-18 06:20:28.144198894,EMEA,Enterprise,Renewal,Closed Won,EMEA3,,68,2024-08-12 06:20:28.144198894,203874.5057299473,2024-08
1251,2024-12-12 00:25:00.329287352,EMEA,Enterprise,Renewal,Proposal,EMEA5,,45,2024-12-31 00:00:00.000000000,153347.78106985334,2024-12
1252,2024-11-11 21:54:52.254747100,EMEA,SMB,Expansion,Negotiation,EMEA8,,23,2024-12-31 00:00:00.000000000,9505.29277022211,2024-12
1253,2024-01-15 06:01:30.596541227,North America,Enterprise,New Customer,Negotiation,NA5,,64,2024-04-27 06:01:30.596541227,140222.4341831559,2024-04
1254,2024-12-11 16:38:30.180594376,North America,SMB,Renewal,Closed Lost,NA4,Pricing,22,2024-12-27 16:38:30.180594376,13063.512904955507,2024-12
1255,2024-10-11 14:18:30.976770720,EMEA,Commercial,New Customer,Discovery,EMEA8,,41,2024-12-31 00:00:00.000000000,60623.76052517587,2024-12
1256,2024-12-05 05:20:18.512878916,EMEA,SMB,Renewal,Qualified,EMEA7,,26,2024-12-31 00:00:00.000000000,11597.230204795422,2024-12
1257,2024-02-03 15:34:53.137856109,North America,Enterprise,Renewal,Closed Lost,NA6,,53,2024-04-10 15:34:53.137856109,227032.93250081383,2024-04
1258,2024-12-20 13:46:30.163280804,EMEA,Commercial,Renewal,Discovery,EMEA5,,38,2024-12-31 00:00:00.000000000,53852.20846190142,2024-12
1259,2024-12-15 03:56:07.734181048,North America,Commercial,Renewal,Discovery,NA5,,48,2024-12-31 00:00:00.000000000,62499.99852863601,2024-12
1260,2024-08-10 08:46:18.030641908,EMEA,Strategic,New Customer,Discovery,EMEA10,,110,2024-08-30 08:46:18.030641908,320142.3609646137,2024-08
1261,2024-05-14 03:49:12.290536378,North America,Commercial,Renewal,Closed Lost,NA2,No Decision,40,2024-08-27 03:49:12.290536378,86174.90713548056,2024-08
1262,2024-06-30 03:23:43.279367390,EMEA,Enterprise,New Customer,Qualified,EMEA4,,72,2024-12-09 03:23:43.279367390,125258.31723432144,2024-12
1263,2024-02-09 05:36:35.214697382,North America,Commercial,Renewal,Closed Lost,NA8,Lost to Internal Solution,40,2024-02-17 05:36:35.214697382,55867.86712927465,2024-02
1264,2024-08-26 17:44:09.753158780,EMEA,SMB,Renewal,Proposal,EMEA8,,24,2024-12-31 00:00:00.000000000,14035.638720235163,2024-12
1265,2024-02-06 17:35:40.349186724,North America,Strategic,Expansion,Discovery,NA1,,89,2024-05-11 17:35:40.349186724,319440.2943043027,2024-05
1266,2024-03-27 03:09:25.897220590,North America,SMB,Renewal,Negotiation,NA2,,23,2024-06-25 03:09:25.897220590,9239.1684545489,2024-06
1267,2024-07-27 18:19:23.562164916,North America,Enterprise,Renewal,Closed Won,NA5,,68,2024-10-19 18:19:23.562164916,179414.92584764323,2024-10
1268,2024-01-23 22:04:09.688491995,EMEA,Enterprise,Renewal,Closed Lost,EMEA9,,44,2024-06-26 22:04:09.688491995,134466.9115133653,2024-06
1269,2024-06-11 20:55:40.750149380,EMEA,Enterprise,New Customer,Closed Lost,EMEA10,No Budget,61,2024-07-01 20:55:40.750149380,191755.871014794,2024-07
1270,2024-05-09 02:25:25.714675758,North America,Enterprise,Renewal,Closed Lost,NA7,Lost to Internal Solution,70,2024-06-12 02:25:25.714675758,164668.42702683253,2024-06
1271,2024-08-25 00:55:11.140623632,EMEA,Commercial,Renewal,Negotiation,EMEA10,,48,2024-09-28 00:55:11.140623632,52247.04055602964,2024-09
1272,2024-07-12 01:38:36.448271968,APAC,SMB,Renewal,Discovery,APAC5,,25,2024-10-28 01:38:36.448271968,15115.390413058443,2024-10
1273,2024-05-09 13:15:57.188376548,EMEA,Enterprise,Renewal,Closed Lost,EMEA1,Product Fit,75,2024-08-18 13:15:57.188376548,149919.3949724558,2024-08
1274,2024-04-19 09:26:59.906089156,North America,Enterprise,New Customer,Proposal,NA6,,57,2024-08-14 09:26:59.906089156,136438.33609458117,2024-08
1275,2024-05-23 00:59:17.357853676,EMEA,Strategic,Renewal,Closed Won,EMEA8,,74,2024-07-05 00:59:17.357853676,302237.9352641881,2024-07
1276,2024-02-12 14:30:02.178555722,North America,Strategic,Renewal,Proposal,NA7,,91,2024-05-20 14:30:02.178555722,376175.016419337,2024-05
1277,2024-11-06 09:42:16.093187540,North America,Strategic,Renewal,Closed Lost,NA2,,88,2024-12-31 00:00:00.000000000,299907.8104382392,2024-12
1278,2024-10-26 21:34:27.627634468,APAC,Enterprise,Renewal,Closed Lost,APAC4,No Budget,38,2024-12-14 21:34:27.627634468,184138.0842344045,2024-12
1279,2024-01-23 13:28:02.444810962,North America,Commercial,Expansion,Closed Won,NA5,,39,2024-03-31 13:28:02.444810962,71244.71045219607,2024-03
1280,2024-05-13 22:22:05.940585348,EMEA,Strategic,Renewal,Proposal,EMEA4,,77,2024-06-30 22:22:05.940585348,301506.2516342075,2024-06
1281,2024-06-22 00:06:11.818636954,EMEA,Enterprise,Expansion,Closed Lost,EMEA9,Competitor,51,2024-08-24 00:06:11.818636954,151538.63753682116,2024-08
1282,2024-09-03 22:14:20.805216724,EMEA,SMB,Renewal,Qualified,EMEA10,,24,2024-12-06 22:14:20.805216724,12950.39658738399,2024-12
1283,2024-01-19 21:00:26.217843215,EMEA,Strategic,Renewal,Closed Lost,EMEA1,,86,2024-03-24 21:00:26.217843215,330633.0554350227,2024-03
1284,2024-02-12 11:46:27.425494655,North America,Strategic,New Customer,Discovery,NA6,,82,2024-06-04 11:46:27.425494655,358690.4271450577,2024-06
1285,2024-01-16 01:47:34.997302770,North America,Enterprise,Renewal,Closed Lost,NA3,No Decision,47,2024-05-22 01:47:34.997302770,155769.21438961578,2024-05
1286,2024-03-18 17:48:32.134888484,EMEA,SMB,New Customer,Qualified,EMEA9,,25,2024-07-28 17:48:32.134888484,11556.866219743928,2024-07
1287,2024-04-18 19:19:52.828706668,North America,Commercial,Expansion,Proposal,NA5,,45,2024-04-28 19:19:52.828706668,97845.28474218836,2024-04
1288,2024-10-15 00:13:23.372112444,North America,Strategic,Renewal,Discovery,NA6,,91,2024-12-10 00:13:23.372112444,280184.36918911804,2024-12
1289,2024-11-21 11:26:21.658967996,North America,Strategic,Renewal,Discovery,NA9,,107,2024-12-31 00:00:00.000000000,275057.79641286016,2024-12
1290,2024-02-10 16:11:00.554620338,North America,Commercial,New Customer,Qualified,NA9,,45,2024-04-17 16:11:00.554620338,41559.45365849922,2024-04
1291,2024-11-05 00:11:44.199685532,North America,SMB,Renewal,Closed Lost,NA8,Competitor Switch,24,2024-12-09 00:11:44.199685532,15254.013769110425,2024-12
1292,2024-10-27 15:31:11.080653800,North America,Strategic,Renewal,Closed Won,NA9,,88,2024-12-22 15:31:11.080653800,314042.87669143087,2024-12
1293,2024-02-22 12:04:08.863153803,EMEA,Commercial,Renewal,Qualified,EMEA4,,45,2024-04-13 12:04:08.863153803,54151.376965405405,2024-04
